#HEADER:ProvinceCode,ProvinceName,KabupatenCode,KabupatenName,KecamatanCode,KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
1,ACEH,5463,NAGAN RAYA,5634,SUKA MAKMUE,2077,2852,4929
1,ACEH,5286,ACEH JAYA,5342,SETIA BAKTI,1729,1593,3322
1,ACEH,5463,NAGAN RAYA,5654,KUALA PESISIR,4204,3819,8023
1,ACEH,5286,ACEH JAYA,83451,INDRA JAYA,2307,1233,3540
1,ACEH,5286,ACEH JAYA,5443,PANGA,1458,1992,3450
1,ACEH,5463,NAGAN RAYA,83454,TRIPA MAKMUR,1932,1612,3544
1,ACEH,5694,ACEH TAMIANG,5695,MANYAK PAYED,7261,4187,11448
1,ACEH,5463,NAGAN RAYA,5552,BEUTONG,2308,4007,6315
1,ACEH,5694,ACEH TAMIANG,5766,KARANG BARU,12432,5320,17752
1,ACEH,5694,ACEH TAMIANG,5899,TENGGULUN,3867,2994,6861
1,ACEH,5694,ACEH TAMIANG,5905,SEKERAK,1990,1106,3096
1,ACEH,5694,ACEH TAMIANG,5855,RANTAU,10874,4766,15640
1,ACEH,5463,NAGAN RAYA,5671,TADU RAYA,3129,3235,6364
1,ACEH,5463,NAGAN RAYA,83457,BEUTONG ATEUH BANGGALANG,308,553,861
1,ACEH,5463,NAGAN RAYA,5581,DARUL MAKMUR,10555,9416,19971
1,ACEH,5694,ACEH TAMIANG,5872,BANDA MULIA,3180,1373,4553
1,ACEH,5920,BENER MERIAH,6126,BENER KELIPAH,759,1531,2290
1,ACEH,5694,ACEH TAMIANG,5823,KOTA KUALASIMPANG,4391,2982,7373
1,ACEH,5694,ACEH TAMIANG,5829,KEJURUAN MUDA,9005,5757,14762
1,ACEH,5694,ACEH TAMIANG,5845,TAMIANG HULU,5532,2790,8322
1,ACEH,5920,BENER MERIAH,5976,BUKIT,0,0,0
1,ACEH,5694,ACEH TAMIANG,5883,BANDAR PUSAKA,3303,2136,5439
1,ACEH,6166,PIDIE JAYA,6314,BANDAR BARU,6010,6710,12720
1,ACEH,5920,BENER MERIAH,5921,TIMANG GAJAH,0,0,0
1,ACEH,5920,BENER MERIAH,5952,PINTU RIME GAYO,1965,3742,5707
1,ACEH,5694,ACEH TAMIANG,5798,SERUWAY,6817,4801,11618
1,ACEH,5920,BENER MERIAH,6155,GAJAH PUTIH,0,0,0
1,ACEH,6166,PIDIE JAYA,6167,MEUREUDU,3636,4771,8407
1,ACEH,6166,PIDIE JAYA,6229,JANGKA BUYA,1195,2071,3266
1,ACEH,5694,ACEH TAMIANG,5732,BENDAHARA,5617,2931,8548
1,ACEH,5920,BENER MERIAH,6139,MESIDAH,635,1445,2080
1,ACEH,6166,PIDIE JAYA,6198,ULIM,1917,3794,5711
1,ACEH,5920,BENER MERIAH,6045,BANDAR,0,0,0
1,ACEH,6166,PIDIE JAYA,6369,TRIENGGADENG,3869,4105,7974
1,ACEH,5920,BENER MERIAH,6081,SYIAH UTAMA,300,653,953
1,ACEH,6397,KOTA BANDA ACEH,6398,BAITURRAHMAN,6679,5261,11940
1,ACEH,5920,BENER MERIAH,6098,PERMATA,0,0,0
1,ACEH,6397,KOTA BANDA ACEH,6421,MEURAXA,3215,3080,6295
1,ACEH,6397,KOTA BANDA ACEH,6477,JAYA BARU,4594,3471,8065
1,ACEH,5920,BENER MERIAH,6017,WIH PESAM,5304,5670,10974
1,ACEH,6166,PIDIE JAYA,6358,PANTERAJA,1521,1300,2821
1,ACEH,6166,PIDIE JAYA,6248,BANDAR DUA,3590,4847,8437
1,ACEH,6166,PIDIE JAYA,6294,MEURAH DUA,2344,2740,5084
1,ACEH,6397,KOTA BANDA ACEH,6466,BANDA RAYA,5642,3709,9351
1,ACEH,6397,KOTA BANDA ACEH,6438,SYIAH KUALA,6280,4618,10898
1,ACEH,6397,KOTA BANDA ACEH,6487,ULEE KARENG,5028,3950,8978
1,ACEH,6591,KOTA LANGSA,6607,LANGSA BARAT,6976,3235,10211
1,ACEH,6397,KOTA BANDA ACEH,6449,LUENG BATA,4387,3644,8031
1,ACEH,6591,KOTA LANGSA,6628,LANGSA LAMA,9313,3508,12821
1,ACEH,6591,KOTA LANGSA,6638,LANGSA BARO,14232,5092,19324
1,ACEH,6648,KOTA SUBULUSSALAM,6675,RUNDENG,3764,1685,5449
1,ACEH,6497,KOTA SABANG,6498,SUKAKARYA,3555,2918,6473
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7241,BARUS,3972,2833,6805
1,ACEH,6397,KOTA BANDA ACEH,6409,KUTA ALAM,8282,6568,14850
1,ACEH,6518,KOTA LHOKSEUMAWE,6556,BLANG MANGAT,4426,3013,7439
1,ACEH,6591,KOTA LANGSA,6592,LANGSA TIMUR,3639,1838,5477
1,ACEH,6397,KOTA BANDA ACEH,6459,KUTA RAJA,1716,1702,3418
1,ACEH,6518,KOTA LHOKSEUMAWE,6537,BANDA SAKTI,14892,8317,23209
1,ACEH,6518,KOTA LHOKSEUMAWE,6579,MUARA SATU,5999,3257,9256
1,ACEH,6497,KOTA SABANG,6507,SUKAJAYA,3746,2619,6365
1,ACEH,6518,KOTA LHOKSEUMAWE,6519,MUARA DUA,9299,4709,14008
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7383,TUKKA,1587,3496,5083
1,ACEH,6648,KOTA SUBULUSSALAM,6717,LONGKIB,1494,1039,2533
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7271,PANDAN,0,0,0
1,ACEH,6591,KOTA LANGSA,6617,LANGSA KOTA,8533,4667,13200
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7281,PINANGSORI,2315,6550,8865
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7289,MANDUAMAS,1828,5877,7705
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7411,BARUS UTARA,240,2040,2280
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7361,ANDAM DEWI,1407,4863,6270
1,ACEH,6648,KOTA SUBULUSSALAM,6649,SIMPANG KIRI,7966,4310,12276
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7299,KOLANG,1291,6367,7658
1,ACEH,6648,KOTA SUBULUSSALAM,6699,SULTAN DAULAT,3649,2204,5853
1,ACEH,6648,KOTA SUBULUSSALAM,6664,PENANGGALAN,3299,2038,5337
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7432,SARUDIK,0,0,0
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7392,BADIRI,2631,6471,9102
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7312,TAPIAN NAULI,2000,6211,8211
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7418,SUKA BANGUN,340,1114,1454
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7376,SITAHUIS,0,0,0
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7425,LUMUT,992,3857,4849
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7352,SIRANDORUNG,1010,4761,5771
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7402,PASARIBU TOBING,0,0,0
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7439,TARUTUNG,2140,16837,18977
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7668,GAROGA,914,6395,7309
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7322,SIBABANGUN,2050,5479,7529
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7255,SORKAM,0,0,0
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7340,SORKAM BARAT,2183,4574,6757
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7499,SIPOHOLON,936,9178,10114
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7484,ADIAN KOTING,518,5878,6396
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7514,PAHAE JULU,586,5306,5892
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7645,PANGARIBUAN,929,11370,12299
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7921,MUARA BATANG TORU,2141,2946,5087
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7330,SOSOR GADONG,0,0,0
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7548,SIMANGUMBAN,677,2716,3393
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7698,ANGKOLA BARAT,8823,2362,11185
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7621,SIPAHUTAR,706,10962,11668
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7557,PURBA TUA,482,2920,3402
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7875,MARANCAR,3491,1451,4942
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7591,PAGARAN,308,7648,7956
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7606,PARMONANGAN,303,6447,6750
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7737,ANGKOLA TIMUR,8052,1963,10015
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7931,TANO TOMBANGAN ANGKOLA,1431,6247,7678
6728,SUMATERA UTARA,7960,NIAS,8082,ULUGAWO,486,4785,5271
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7794,SAIPAR DOLOK HOLE,4687,2178,6865
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7864,ARSE,2975,1570,4545
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7534,PAHAE JAE,821,4304,5125
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7753,SIPIROK,11369,4333,15702
6728,SUMATERA UTARA,7960,NIAS,7961,HILIDUHO,222,4117,4339
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7471,SIATAS BARITA,664,5661,6325
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7681,MUARA,229,6506,6735
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7908,AEK BILAH,2908,975,3883
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7713,BATANG TORU,7160,7530,14690
6728,SUMATERA UTARA,7960,NIAS,8056,HILISERANGKAI,427,5891,6318
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7888,SAYUR MATINGGI,7994,3401,11395
6728,SUMATERA UTARA,7960,NIAS,8069,BOTOMUZOI,387,3819,4206
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7827,BATANG ANGKOLA,11997,3672,15669
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7809,ANGKOLA SELATAN,5712,6129,11841
